"","LYLTY_CARD_NBR","V1"
"2138",66341,"134,175"
"2139",66351,"150,110,134"
"2140",66356,"210,150,330"
"2141",66362,"110,150,110"
"2142",66368,"175"
"2143",67009,"175,134,150,134,160"
"2144",67012,"165,170,150"
"2145",67037,"165,175,90"
"2146",67041,"175,175,134,150,134,90"
"2147",67057,"165,175"
"2148",67086,"175,150,110,175,150,380,175"
"2149",67124,"210,380,270"
"2150",67158,"330,200,380,220,175,175,160,175"
"2151",67174,"175,150,110"
"2152",67209,"200,134,200,175,175,330"
"2153",67237,"330,175"
"2154",68005,"150"
"2155",68016,"150"
"2156",68038,"175,175"
"2157",68040,"175,380"
"2158",68042,"150"
"2159",68043,"170,134"
"2160",68058,"170,175,175"
"2161",68070,"150,175,170"
"2162",68071,"170"
"2163",68073,"175,110"
"2164",68076,"270"
"2165",68089,"170"
"2166",68117,"134"
"2167",68119,"330"
"2168",68130,"150,270"
"2169",68132,"175,175,110,380"
"2170",68136,"175,175,150"
"2171",68140,"134,165,165"
"2172",68145,"135,110"
"2173",68170,"330"
"2174",68174,"134"
"2175",68180,"270,175"
"2176",68212,"150"
"2177",68214,"135"
"2178",68220,"175,150"
"2179",68221,"110,110"
"2180",68230,"175"
"2181",68232,"175,134"
"2182",68242,"150,150"
"2183",68244,"330,270"
"2184",68246,"110"
"2185",68253,"330,175"
"2186",68257,"150"
"2187",68260,"330"
"2188",68274,"150"
"2189",68282,"110"
"2190",68291,"110"
"2191",68294,"210"
"2192",68329,"175"
"2193",68341,"175,135,175"
"2194",68349,"330"
"2195",68355,"150"
"2196",68360,"134"
"2197",69017,"175,175,380,165,175,150,380,200,220"
"2198",69034,"380,330,134,165,180"
"2199",69038,"175,110,175,150,175,250,134"
"2200",69039,"380,170,175,175,134,175,110"
"2201",69045,"170,175,165,150,150,175,150,380,170,125"
"2202",69062,"175,210,175"
"2203",69085,"380,110"
"2204",69093,"150,270,110"
"2205",69107,"175,150,175,175,175,380"
"2206",69118,"175,210,90,110,134,175"
"2207",69201,"134,270,134,175,175"
"2208",69253,"330,150,110,170,190,380,110,175,180"
"2209",70002,"165,134,175,175,150"
"2210",70041,"170,150,165,134,110,175,90,175"
"2211",70064,"134,134,165,134"
"2212",70068,"150,175,150,175,165,175,150"
"2213",70126,"150,134,70,150,150,150,175,110,165,175,250"
"2214",70137,"170"
"2215",70160,"165,170,160,330"
"2216",70191,"110,175,165,175,380,190,165"
"2217",70192,"190,175,175,380"
"2218",70199,"270,175,175,165,170,150,175"
"2219",70225,"170,170,170"
"2220",70231,"175,134,134"
"2221",70234,"175,165,180,90,90,330,170"
"2222",71004,"150,170,150,175,134,110,170,150,134,134"
"2223",71033,"135,165,150"
"2224",71037,"175,165,175,170"
"2225",71038,"165,170,135,110,175,175"
"2226",71039,"150,110,150,170,170,165,380,170"
"2227",71059,"150,175,200,170"
"2228",71070,"150,150,170,330,150,175"
"2229",71077,"150,160,150,134,110,160,200,210,150"
"2230",71138,"150,110,270"
"2231",71146,"270,175"
"2232",71148,"150,380,220,125,150,175,270"
"2233",71153,"165"
"2234",71168,"175,170,175"
"2235",71207,"200,150,150,150,175,150,175,110,170,150"
"2236",71231,"150,125,150,110,170,330"
"2237",71233,"330,175,170"
"2238",71235,"175,175,175"
"2239",71241,"330,165,175,170"
"2240",71243,"210,200,170,175,175"
"2241",72008,"175,270"
"2242",72010,"165,175"
"2243",72012,"134,150,175,380,330"
"2244",72015,"170,134,210"
"2245",72021,"110,250"
"2246",72032,"110,134,270,110"
"2247",72035,"380,165,175,175"
"2248",72038,"380,175"
"2249",72042,"250,110,134"
"2250",72046,"170,170,134,380"
"2251",72061,"170,134"
"2252",72064,"330,150"
"2253",72075,"175,175,150,150,175,175"
"2254",72083,"134,250,134,270"
"2255",72100,"150,150"
"2256",72103,"165,110,134"
"2257",72127,"170,135"
"2258",72148,"110,165"
"2259",72160,"175,175,134,170,150"
"2260",72161,"380,175"
"2261",72166,"170,150,175,134,175,134,380,134,210,110,165,150"
"2262",72172,"210,134,150"
"2263",72182,"134,134"
"2264",72192,"175,175,110"
"2265",72205,"270,110,135"
"2266",72219,"380,134,134,134,330,175"
"2267",72222,"110,150,134,330,150,110"
"2268",72248,"134,170,170"
"2269",72255,"175"
"2270",72257,"110,175,150"
"2271",72262,"110,175,110"
"2272",72264,"110,150,134,170,175,380"
"2273",72265,"165,175"
"2274",72280,"175,380,380"
"2275",72284,"134,165,150,175,270,150"
"2276",72298,"150,175"
"2277",72308,"330"
"2278",72313,"165,175,170"
"2279",72327,"210,175,330"
"2280",72339,"175,175,210,110"
"2281",72343,"380,210,330,175,110"
"2282",72345,"134"
"2283",72346,"330,170,175,170,175"
"2284",72369,"210"
"2285",73029,"175,330"
"2286",73030,"150"
"2287",73035,"175"
"2288",73047,"134,134,150"
"2289",73068,"170"
"2290",73086,"170"
"2291",73112,"175,170,170"
"2292",73116,"134,175"
"2293",73125,"165"
"2294",73129,"270,270"
"2295",73137,"175"
"2296",73147,"150"
"2297",73176,"170,170"
"2298",73195,"175"
"2299",73204,"330"
"2300",73209,"165"
"2301",73216,"175"
"2302",73242,"110,175"
"2303",73245,"270"
"2304",73254,"170"
"2305",73260,"134"
"2306",73266,"175"
"2307",73268,"175"
"2308",73280,"175"
"2309",73291,"175"
"2310",73303,"150,150,270"
"2311",73311,"135"
"2312",73318,"175,170,150"
"2313",73322,"150,170"
"2314",73323,"175,175"
"2315",73334,"175,330"
"2316",73342,"175"
"2317",73348,"134,170"
"2318",73369,"170"
"2319",73377,"150"
"2320",73397,"110,150,150"
"2321",73402,"165,165"
"2322",73412,"175,134"
"2323",73454,"170"
"2324",73457,"175,165"
"2325",73459,"165"
"2326",73461,"170,170"
"2327",73479,"175,150"
"2328",74009,"150"
"2329",74010,"210"
"2330",74034,"150,170"
"2331",74036,"175"
"2332",74041,"330"
"2333",74048,"165"
"2334",74056,"110"
"2335",74073,"134"
"2336",74082,"110"
"2337",74112,"70"
"2338",74115,"90,210"
"2339",74125,"150,175"
"2340",74153,"110"
"2341",74156,"150,175"
"2342",74157,"150"
"2343",74160,"134,150,165"
"2344",74171,"250,150"
"2345",74194,"134"
"2346",74213,"175"
"2347",74217,"170"
"2348",74220,"170"
"2349",74249,"150"
"2350",74274,"134"
"2351",74281,"330"
"2352",74301,"270"
"2353",74348,"110"
"2354",74367,"150"
"2355",74380,"134"
"2356",74383,"150"
"2357",74411,"175,170"
"2358",74418,"170"
"2359",74425,"175"
"2360",74441,"165"
"2361",74446,"170"
"2362",74453,"134,110"
"2363",74487,"170"
"2364",74488,"175,200"
"2365",75009,"330,170,135,134"
"2366",75027,"110,170,134"
"2367",75037,"210,330,175,210,270"
"2368",75040,"270,110,270,175,165"
"2369",75049,"110,170"
"2370",75107,"210,170,134,175"
"2371",75137,"270,134,134"
"2372",75150,"330,110,150"
"2373",75151,"330"
"2374",75154,"330,175"
"2375",75176,"175,175,175,210,170"
"2376",75181,"175,134"
"2377",75190,"110"
"2378",75226,"175"
"2379",75241,"150,175,330,175,134"
"2380",75261,"150,175,134,150,330"
"2381",75263,"134,330,175,380"
"2382",75275,"175"
"2383",75276,"110,170,210"
"2384",75278,"175,175,380,134"
"2385",75289,"150"
"2386",75293,"175,175,110,150,175"
"2387",75297,"175"
"2388",75300,"150,170,150"
"2389",75333,"175,175"
"2390",75364,"330,175"
"2391",77006,"175,270"
"2392",77039,"250"
"2393",77044,"175,170"
"2394",77046,"134"
"2395",77048,"175"
"2396",77049,"150,150,170"
"2397",77097,"134"
"2398",77136,"330,165,175"
"2399",77144,"165,175"
"2400",77155,"165,110"
"2401",77181,"175"
"2402",77207,"190,150,175"
"2403",77220,"134"
"2404",77233,"250,200"
"2405",77244,"175,170"
"2406",77258,"330,330,270"
"2407",77268,"150,134"
"2408",77273,"175"
"2409",77285,"175"
"2410",77287,"170,175"
"2411",77297,"150,170"
"2412",77302,"150,170"
"2413",77308,"150,175"
"2414",77320,"175"
"2415",77332,"150,175"
"2416",77345,"150"
"2417",77350,"134,175"
"2418",77358,"134"
"2419",77390,"210,110,150"
"2420",77394,"170"
"2421",77397,"175"
"2422",77416,"165,90"
"2423",77420,"150,110"
"2424",77434,"175,175"
"2425",77436,"330"
"2426",77446,"270,110"
"2427",77451,"150"
"2428",77457,"175,150"
"2429",77458,"150,165,134"
"2430",77496,"175"
"2431",78021,"170,210,380,330,165,175,150"
"2432",78029,"175,150,150,380,175,330,134"
"2433",78063,"110,210,150,110,330,175,170"
"2434",78067,"380,170"
"2435",78085,"190,170,200,175,175,380,150,170,135,150,150"
"2436",78093,"190,175,110,380,134"
"2437",78094,"330,150,134,150,200,180,134,330"
"2438",78131,"270,134,175,134,270"
"2439",78134,"135,170,175,90,175,180"
"2440",78168,"170,210,134,170,110"
"2441",78172,"150,270,175"
"2442",78209,"175,330,175"
"2443",78225,"180,175,165"
"2444",78226,"165,165,70,165,134,175"
"2445",78236,"175,175,270,150,270,150,150"
"2446",78243,"175,380,175,175,134"
"2447",79017,"175,134,175"
"2448",79019,"175,330"
"2449",79023,"175"
"2450",79028,"150,110,175,134"
"2451",79031,"134,210"
"2452",79035,"150,150,175,150"
"2453",79036,"330,170,330,110"
"2454",79041,"380"
"2455",79059,"110,170,175,110"
"2456",79090,"134,175,134"
"2457",79098,"110,210"
"2458",79128,"134,175"
"2459",79132,"150,134,150"
"2460",79156,"135,330,210,175,150"
"2461",79163,"165,270"
"2462",79165,"170,110"
"2463",79184,"110,110,150"
"2464",79189,"175,150,175,110,135,330"
"2465",79199,"134,210,175,270"
"2466",79220,"110,170,175"
"2467",79228,"175,165"
"2468",79230,"134,170,380,110,175,380"
"2469",79238,"110"
"2470",79245,"150"
"2471",79278,"150,134"
"2472",79281,"175,150"
"2473",79300,"134,175,380,175"
"2474",79306,"175,175,170"
"2475",79307,"110,175,150,175,110"
"2476",79323,"170"
"2477",79327,"135,110"
"2478",79329,"380,150,134"
"2479",79347,"175,175,150"
"2480",79351,"170,150,170,175,150"
"2481",79361,"134,175,170"
"2482",79366,"110,134,270"
"2483",80002,"170,175"
"2484",80064,"380"
"2485",80069,"110,210,270"
"2486",80072,"134,175,175"
"2487",80074,"175,150,150"
"2488",80090,"175,170,175,110,150,175"
"2489",80097,"175,110,110,110"
"2490",80143,"330,150"
"2491",80152,"110,175"
"2492",80162,"134,170"
"2493",80183,"175,330"
"2494",80207,"110,175,135"
"2495",80210,"150,110,150"
"2496",80214,"175,135,110,150"
"2497",80215,"110,175"
"2498",80230,"134,175"
"2499",80252,"110,175"
"2500",80256,"150,165,210,110,150"
"2501",80259,"330,110"
"2502",80262,"134,150,175"
"2503",80263,"175,150,110,135"
"2504",80275,"150,330,150"
"2505",80296,"330,175,134,380,110"
"2506",80299,"210,150"
"2507",80303,"380"
"2508",80324,"110,134,210,134"
"2509",80325,"175"
"2510",80334,"135"
"2511",80347,"150,175,170,150,270,330"
"2512",80374,"110,150"
"2513",80378,"175,330"
"2514",81000,"380,150,135,110"
"2515",81007,"134,134,330"
"2516",81010,"150,134"
"2517",81037,"175,330,175"
"2518",81039,"165,134,135,165,134,330,150"
"2519",81057,"175,110,170"
"2520",81062,"150,150,170,380,170,170,110"
"2521",81068,"165,110"
"2522",81075,"150,175,270,134,175"
"2523",81083,"134,175"
"2524",81096,"175,250,175"
"2525",81099,"330,175,110"
"2526",81126,"175,150,150,380"
"2527",81130,"175,175,175"
"2528",81132,"170,175,134"
"2529",81149,"150,150,110,134"
"2530",81150,"175,380,134"
"2531",81169,"175,110"
"2532",81177,"134,175,150,134"
"2533",81189,"170,150,210"
"2534",81200,"165,170,165,175"
"2535",81205,"175,150,175"
"2536",81206,"175,165"
"2537",81211,"270,134,134"
"2538",81217,"110,110,110"
"2539",81227,"270,175,175,165"
"2540",81238,"110,134"
"2541",81246,"110,380,210"
"2542",81254,"150,330,150,175"
"2543",81256,"150,175"
"2544",81258,"110,110,175,134,134,330"
"2545",81260,"150,165,175,134"
"2546",81271,"134,134"
"2547",81274,"135,110,110"
"2548",81293,"134,150"
"2549",81297,"150,380,150,135"
"2550",81304,"175,150"
"2551",81324,"134,170,330"
"2552",81326,"110,134,150,150,110,175"
"2553",81331,"134"
"2554",81343,"150,270,330"
"2555",81348,"175,380,110,150,270,134"
"2556",81351,"110,134,175,175"
"2557",81358,"175,170,150"
"2558",81369,"134,134"
"2559",81380,"175,150,330,150"
"2560",82017,"150"
"2561",82031,"170,170"
"2562",82036,"175"
"2563",82045,"175,165"
"2564",82048,"134,150,170"
"2565",82058,"200"
"2566",82071,"175,150,175"
"2567",82076,"150,150"
"2568",82080,"150,200"
"2569",82090,"175"
"2570",82094,"330"
"2571",82100,"170,150,175"
"2572",82120,"175"
"2573",82144,"330"
"2574",82154,"330"
"2575",82156,"110,165"
"2576",82161,"170"
"2577",82163,"150,175"
"2578",82165,"110"
"2579",82172,"175,175"
"2580",82176,"210,150,175"
"2581",82182,"175,175"
"2582",82216,"170,134"
"2583",82223,"150,150"
"2584",82230,"134"
"2585",82245,"175,165"
"2586",82275,"160,150"
"2587",82282,"175,175,220"
"2588",82285,"380"
"2589",82336,"110,175,190"
"2590",82351,"175"
"2591",82363,"110"
"2592",82378,"190"
"2593",82385,"134,150"
"2594",82393,"175"
"2595",82396,"110,150,150"
"2596",82411,"210"
"2597",82422,"165,150"
"2598",82435,"175,175,134"
"2599",82437,"165,170,134"
"2600",82447,"90,170,250,150"
"2601",82451,"150,250"
"2602",82457,"175,165,330"
"2603",82479,"210"
"2604",83017,"330,200,175,175,134,330,150"
"2605",83020,"150,125,165,135"
"2606",83036,"150,165,190,150,190"
"2607",83039,"135,150"
"2608",83041,"190,135"
"2609",83121,"170"
"2610",83127,"134,175,170"
"2611",83143,"135,150,150,175"
"2612",83150,"150,175,175,110,134"
"2613",83213,"220,110,175,150,134,175,90,330"
"2614",84006,"110"
"2615",84009,"175"
"2616",84024,"110,170"
"2617",84033,"380,134"
"2618",84036,"210"
"2619",84042,"175,134"
"2620",84045,"134,134"
"2621",84051,"175,134"
"2622",84056,"175,175"
"2623",84059,"110,380"
"2624",84097,"150"
"2625",84110,"134"
"2626",84114,"330"
"2627",84119,"110,134"
"2628",84122,"175,175,165"
"2629",84142,"175"
"2630",84149,"175,165,175"
"2631",84154,"380"
"2632",84155,"175"
"2633",84162,"175"
"2634",84163,"270,380"
"2635",84173,"210,210,330"
"2636",84177,"175"
"2637",84178,"170,165"
"2638",84181,"134"
"2639",84183,"110"
"2640",84184,"330,170,175"
"2641",84215,"134,330"
"2642",84220,"134"
"2643",84225,"170"
"2644",84228,"170,170"
"2645",84231,"330,150"
"2646",84234,"134"
"2647",84238,"330"
"2648",84239,"330"
"2649",84240,"110"
"2650",84242,"175,110,134"
"2651",84243,"134"
"2652",84245,"150"
"2653",84251,"330,175"
"2654",84257,"150"
"2655",84261,"175"
"2656",84270,"110"
"2657",84276,"330,170"
"2658",84280,"170,134,150"
"2659",84284,"165"
"2660",84315,"170,175"
"2661",84323,"380"
"2662",84324,"380,270,330"
"2663",84336,"330"
"2664",84345,"250"
"2665",84360,"134"
"2666",84361,"175"
"2667",84370,"110,175"
"2668",84371,"110"
"2669",86006,"175,210,175,110"
"2670",86043,"110,175"
"2671",86045,"165,175,170,380,175,175,175,110,175,175"
"2672",86079,"165,165,175,134,175"
"2673",86101,"170"
"2674",86114,"160,175,150,150,134,134,165"
"2675",86133,"70,165,165,150,150,190,134,125,170,110,134,150,270"
"2676",86143,"150,165,165,134,170,250"
"2677",86145,"150,190,150"
"2678",86173,"150,90,380"
"2679",86187,"175,150,150,165,150,90,270"
"2680",86208,"134,125,200,125,180,90"
"2681",86247,"330,170,160,165,170,135,175"
"2682",87006,"270"
"2683",87013,"175,134"
"2684",87018,"270"
"2685",87024,"110"
"2686",87031,"110"
"2687",87037,"150"
"2688",87041,"380"
"2689",87044,"150,270,170"
"2690",87060,"150,134"
"2691",87061,"175"
"2692",87071,"380,110,110"
"2693",87072,"210,135,175,165"
"2694",87077,"150,175,250,134,170"
"2695",87085,"150"
"2696",87097,"170,175"
"2697",87108,"175"
"2698",87112,"175,380"
"2699",87123,"170,175"
"2700",87124,"110"
"2701",87139,"175,134"
"2702",87142,"150,150"
"2703",87145,"134"
"2704",87150,"170,110,175"
"2705",87153,"210"
"2706",87160,"150,150"
"2707",87163,"150"
"2708",87174,"250"
"2709",87177,"330"
"2710",87184,"170"
"2711",87186,"134"
"2712",87191,"330"
"2713",87216,"134"
"2714",87218,"165"
"2715",87221,"134"
"2716",87223,"175"
"2717",87232,"170"
"2718",87249,"165"
"2719",87260,"330"
"2720",87279,"175"
"2721",87280,"165,170,380"
"2722",87285,"150"
"2723",87288,"175"
"2724",87293,"134"
"2725",87295,"110"
"2726",87296,"330,134"
"2727",87301,"175"
"2728",87309,"175,330"
"2729",87319,"210"
"2730",87320,"175,175"
"2731",87321,"175,270,170"
"2732",87323,"134,270,170,110"
"2733",87328,"150"
"2734",87339,"170,170"
"2735",87360,"150"
"2736",87361,"134,175"
"2737",88002,"330,110,150,150,134,150,134"
"2738",88004,"134"
"2739",88006,"210,135,150,175"
"2740",88027,"150,134"
"2741",88046,"380"
"2742",88075,"110,150,175"
"2743",88099,"110,134,110"
"2744",88109,"134,134,170,170"
"2745",88130,"175,330"
"2746",88144,"175,175,175"
"2747",88154,"175,110,134,175,135,134,110"
"2748",88162,"170,330"
"2749",88176,"270,150"
"2750",88187,"175,134,175"
"2751",88206,"175,175"
"2752",88214,"330,330,110"
"2753",88222,"175,150,134"
"2754",88228,"270,250,175,170"
"2755",88235,"165,175,110,170"
"2756",88237,"134,110,210"
"2757",88301,"250,270"
"2758",88311,"110,110,210,175"
"2759",88322,"270,210,175"
"2760",88338,"175,150,150"
"2761",88342,"165,380,150,175,175,330"
"2762",88349,"135,175,330"
"2763",88364,"175,380,135"
"2764",88376,"150,134,330"
"2765",88379,"110,134,175"
"2766",88381,"150"
"2767",89002,"150,134"
"2768",89039,"90"
"2769",89048,"110"
"2770",89053,"175"
"2771",89073,"175,165"
"2772",89095,"175"
"2773",89096,"175,150"
"2774",89107,"270,200"
"2775",89121,"175,165,110"
"2776",89145,"150"
"2777",89164,"134,175"
"2778",89182,"170"
"2779",89226,"175"
"2780",89229,"135"
"2781",89235,"134"
"2782",89239,"135"
"2783",89259,"150"
"2784",89266,"175,150,175"
"2785",89275,"210"
"2786",89299,"175"
"2787",89321,"150"
"2788",89378,"150,175,165"
"2789",89384,"134,210,330"
"2790",89385,"110"
"2791",89386,"175"
"2792",89391,"210"
"2793",89412,"330"
"2794",89416,"150"
"2795",89429,"175"
"2796",89432,"165,134,170"
"2797",89467,"175,175,165,165"
"2798",89469,"175"
"2799",89484,"175,150,150"
"2800",89486,"150,175,134"
"2801",89504,"150"
"2802",90000,"150"
"2803",90025,"175,165,175"
"2804",90031,"134"
"2805",90037,"175,200"
"2806",90045,"134,250"
"2807",90071,"150,170,134"
"2808",90095,"134"
"2809",90123,"150,165,150"
"2810",90135,"134,190"
"2811",90141,"150"
"2812",90171,"170,150"
"2813",90176,"175"
"2814",90182,"150,165"
"2815",90185,"175,134"
"2816",90189,"150"
"2817",90202,"175,165"
"2818",90209,"175,150"
"2819",90220,"200"
"2820",90245,"165"
"2821",90246,"175"
"2822",90273,"110"
"2823",90283,"134"
"2824",90291,"150"
"2825",90308,"170"
"2826",90310,"135,175"
"2827",90314,"175,150"
"2828",90319,"175,134"
"2829",90335,"175,175,175"
"2830",90344,"134"
"2831",90358,"175,150"
"2832",90363,"190,330,150"
"2833",90378,"150"
"2834",90396,"150"
"2835",90397,"150,150,175"
"2836",90404,"330"
"2837",90432,"175"
"2838",90452,"170"
"2839",90463,"175,125,150"
"2840",90464,"170,200"
"2841",90475,"134"
"2842",91013,"110,110,150,175"
"2843",91015,"134,150,380"
"2844",91025,"150,150"
"2845",91026,"175,250"
"2846",91036,"134,380,170,175,175,175,270"
"2847",91037,"175,110,170,175,134"
"2848",91042,"150,110,330"
"2849",91044,"175,165"
"2850",91050,"175,170"
"2851",91052,"330,175,175"
"2852",91067,"150,150"
"2853",91070,"134,175,170"
"2854",91076,"175,175,110,175"
"2855",91077,"380,134"
"2856",91092,"330,175"
"2857",91093,"175,150"
"2858",91099,"134,380,110"
"2859",91103,"150,110,330,150,330"
"2860",91106,"270,270,175,165,380,110"
"2861",91111,"175"
"2862",91117,"110,135,150"
"2863",91122,"175"
"2864",91128,"380,175"
"2865",91129,"170"
"2866",91131,"210"
"2867",91132,"175,150,134,110"
"2868",91136,"175,175,270"
"2869",91150,"110,175,110"
"2870",91157,"175,250,380,175"
"2871",91163,"210,134"
"2872",91214,"330,150,170,134"
"2873",91216,"150"
"2874",91218,"134,175"
"2875",91220,"170,110,110,150,134"
"2876",91225,"270"
"2877",91238,"175,175,134"
"2878",91243,"175,170,134"
"2879",91247,"150"
"2880",91262,"175"
"2881",91264,"134,110"
"2882",91265,"150,210,165"
"2883",91272,"150,210,175"
"2884",91295,"380,150,150,170"
"2885",91301,"150,175"
"2886",91304,"110,134,150"
"2887",91322,"110,330,175,170"
"2888",91352,"150,134,250"
"2889",91359,"110,175,134"
"2890",91367,"175"
"2891",91372,"175,134"
"2892",91373,"175,110"
"2893",93019,"150,150,210"
"2894",93033,"150,175,175,175,175"
"2895",93080,"175,150,175,134,90"
"2896",93157,"220,175,150,175,180,150"
"2897",93166,"134,150"
"2898",93195,"90,150,270,165,190"
"2899",93235,"175,380,330,110,175,200"
"2900",93240,"165,175,134,170,330"
"2901",93246,"134,165,250,150,150"
"2902",93259,"175,170,150,380,170,220"
"2903",94010,"175,210,150,175,380,170,330"
"2904",94019,"134,175,175,150,165,134,210"
"2905",94079,"110,175,134,150,170,175"
"2906",94093,"175"
"2907",94097,"175,165,150,330,200,150,175,175"
"2908",94129,"180,175,150"
"2909",94141,"134,165"
"2910",94204,"134,330"
"2911",94256,"175,170,175,150,134"
"2912",95011,"135,150,110"
"2913",95017,"175,150"
"2914",95029,"110"
"2915",95038,"175,110,170,150"
"2916",95048,"150,150,330,330,134,330,175,150,134,175,170,165,150"
"2917",95049,"150,175,110,175,134"
"2918",95059,"175,175"
"2919",95070,"165,175,110,250"
"2920",95091,"210,175"
"2921",95099,"175,134,134"
"2922",95130,"134,175"
"2923",95140,"150,170,165"
"2924",95142,"170,134,134,175,110,110"
"2925",95150,"175,134"
"2926",95180,"134"
"2927",95182,"175,150,134,175,110,110,150"
"2928",95198,"150,380,175,170,175,210,150,134,110,110"
"2929",95201,"134,170,175"
"2930",95213,"330,175"
"2931",95227,"134"
"2932",95235,"150,165"
"2933",95257,"330,134,110"
"2934",95259,"175,134"
"2935",95265,"134,135,175,175,134"
"2936",95268,"170,330,134,110"
"2937",95271,"175,210"
"2938",95273,"170,134,150,150"
"2939",95281,"134"
"2940",95300,"380,110,175,134,210,330"
"2941",95301,"134,380,150,134,134"
"2942",95307,"170"
"2943",95312,"175,270,150,150"
"2944",95321,"330,134"
"2945",95341,"175,170,150,175"
"2946",95343,"110,175"
"2947",95358,"175,134,330,134"
"2948",95364,"175,150,110"
"2949",95366,"110,135,165"
"2950",96031,"175,110,330"
"2951",96034,"150,150"
"2952",96035,"175,175,170"
"2953",96036,"175"
"2954",96056,"165"
"2955",96073,"380"
"2956",96075,"210,170"
"2957",96076,"250,380,170"
"2958",96080,"110,270"
"2959",96088,"380"
"2960",96092,"170"
"2961",96099,"175,175"
"2962",96105,"270,175"
"2963",96109,"250,110,150"
"2964",96112,"330"
"2965",96117,"175"
"2966",96143,"134,175"
"2967",96147,"380"
"2968",96148,"175"
"2969",96165,"134,150,175"
"2970",96167,"110"
"2971",96177,"175"
"2972",96185,"134,175,150"
"2973",96193,"330,150"
"2974",96204,"330,170,110"
"2975",96208,"175"
"2976",96214,"110,110,270,175"
"2977",96217,"110,134,330"
"2978",96224,"134,135"
"2979",96228,"380,134,175"
"2980",96246,"150"
"2981",96248,"134"
"2982",96261,"165"
"2983",96264,"165"
"2984",96284,"210"
"2985",96291,"110,150"
"2986",96297,"175,110"
"2987",96298,"170,170,134"
"2988",96299,"175,380"
"2989",96302,"330"
"2990",96304,"175"
"2991",96318,"175,210,175"
"2992",96326,"175"
"2993",96327,"210,150,175"
"2994",96335,"110,170,150"
"2995",96346,"175"
"2996",96357,"330,150"
"2997",97032,"380,165,134"
"2998",97047,"200,175,110,150"
"2999",97092,"175,270,175"
"3000",97097,"170,190,270,170,175,160,134,220,165"
"3001",97100,"150,134,175"
"3002",97104,"134,134,170"
"3003",97114,"150,175"
"3004",97121,"160,175"
"3005",97133,"150,150"
"3006",97179,"200,134,175"
"3007",97190,"175,175,134"
"3008",97193,"200,110,150,380,150,165,150,175"
"3009",97232,"175,170,90,134,134,270,150"
"3010",98004,"175,150"
"3011",98009,"150"
"3012",98012,"175"
"3013",98023,"175,175,175,175"
"3014",98043,"134,110,150,270"
"3015",98044,"170"
"3016",98074,"330"
"3017",98094,"330"
"3018",98095,"165"
"3019",98128,"90,175,134"
"3020",98137,"150"
"3021",98143,"270"
"3022",98158,"200,134,330"
"3023",98164,"175"
"3024",98168,"380,175,175"
"3025",98172,"134"
"3026",98173,"175"
"3027",98194,"175"
"3028",98210,"165"
"3029",98211,"175"
"3030",98232,"134"
"3031",98243,"160"
"3032",98245,"330"
"3033",98247,"170"
"3034",98257,"210,175"
"3035",98278,"134"
"3036",98307,"150"
"3037",98311,"135"
"3038",98314,"380"
"3039",98319,"250"
"3040",98333,"175"
"3041",98381,"110"
"3042",98382,"110"
"3043",98416,"110,150"
"3044",98437,"134,175"
"3045",98440,"175,70"
"3046",98451,"110"
"3047",98473,"175"
"3048",98481,"135"
"3049",98484,"135,175"
"3050",99150,"110"
"3051",99236,"150"
"3052",99245,"165"
"3053",99396,"380"
"3054",99420,"150"
"3055",99501,"190"
"3056",100039,"165,165,90,150,134,175"
"3057",100044,"150,170,175,175,175,330,200"
"3058",100047,"170,175,170,165,170,150"
"3059",100057,"150,175,175,170,125,175,175"
"3060",100079,"150,150,175,270,150"
"3061",100093,"175,330,125,135"
"3062",100095,"175,134,150"
"3063",100135,"110,175,175"
"3064",100139,"200,175,210,175"
"3065",100154,"150,134,175,135,250,175,175,175,150"
"3066",100162,"170,170,150"
"3067",100171,"330,134,110,175,175,110,150"
"3068",100194,"175,160,165,170,250"
"3069",100237,"125,110,134,170,110"
"3070",101006,"175,134"
"3071",101022,"330,160,165,134"
"3072",101067,"110,175,175"
"3073",101071,"165,175"
"3074",101137,"150"
"3075",101150,"175,90,270,125,330"
"3076",101249,"134,175,270,175,134"
"3077",101250,"150,250,150,190"
"3078",102034,"110,170,165,150,150,165"
"3079",102054,"175,175,150"
"3080",102101,"175,175,175,150"
"3081",102117,"165,134,175,110,160,175,110,200,175"
"3082",102119,"110,150,175"
"3083",102178,"175,175,380,150,175,110,175"
"3084",102192,"150,150,330"
"3085",102197,"175,175,175,175,150"
"3086",102221,"330,330,110"
"3087",102225,"175,165,175,150,175,150,380,175"
"3088",102234,"175,110,170"
"3089",103001,"150"
"3090",103005,"134"
"3091",103037,"180"
"3092",103048,"175"
"3093",103073,"170,330"
"3094",103080,"110"
"3095",103094,"160"
"3096",103101,"150,175"
"3097",103106,"150,175"
"3098",103112,"175"
"3099",103133,"330,175"
"3100",103136,"150,165"
"3101",103139,"175"
"3102",103140,"150"
"3103",103169,"330,175"
"3104",103176,"134"
"3105",103203,"170,150,210"
"3106",103206,"160,150"
"3107",103216,"175"
"3108",103219,"150"
"3109",103226,"110"
"3110",103246,"150"
"3111",103247,"160,175"
"3112",103268,"90"
"3113",103270,"110"
"3114",103271,"170"
"3115",103285,"190"
"3116",103288,"134,250"
"3117",103293,"330"
"3118",103316,"110,134,110"
"3119",103339,"134,175"
