"","LYLTY_CARD_NBR","V1"
"2023",64076,"Kettle,Pringles"
"2024",64077,"Kettle"
"2025",64089,"Infuzions"
"2026",64097,"Cobs,Pringles,Kettle"
"2027",64118,"Tostitos,Kettle"
"2028",64119,"Doritos,Kettle"
"2029",64133,"Tyrrells"
"2030",64146,"Kettle,Twisties,Pringles"
"2031",64160,"Cheezels,Thins,GrnWves"
"2032",64164,"Cobs"
"2033",64171,"GrnWves,Cobs"
"2034",64181,"Kettle,Thins"
"2035",64183,"Kettle,Pringles"
"2036",64185,"Doritos"
"2037",64189,"Kettle,Pringles"
"2038",64190,"Twisties,Cobs,Thins"
"2039",64216,"Kettle,Doritos"
"2040",64252,"Kettle"
"2041",64268,"Cheezels,Twisties,Cobs"
"2042",64269,"Cobs"
"2043",64271,"GrnWves"
"2044",64281,"Kettle,Pringles"
"2045",64287,"Tyrrells"
"2046",64297,"Smiths"
"2047",64306,"Pringles,Thins"
"2048",64313,"Doritos"
"2049",64315,"Tostitos,Doritos"
"2050",64319,"Cheezels"
"2051",64325,"Kettle"
"2052",64343,"GrnWves,Pringles"
"2053",64354,"Smiths,Twisties,Tostitos"
"2054",64360,"Doritos"
"2055",65000,"Doritos,Twisties,Twisties"
"2056",65005,"Doritos,Thins,Kettle,Doritos,Tyrrells,Thins,Pringles,Cheezels"
"2057",65014,"Cobs,Pringles"
"2058",65021,"Pringles,Kettle,Tyrrells,GrnWves"
"2059",65040,"Kettle,GrnWves,Smiths,Cobs,Kettle"
"2060",65047,"Kettle,Kettle"
"2061",65050,"Kettle,Kettle,Infuzions"
"2062",65064,"Tostitos,Pringles"
"2063",65067,"Kettle,Tostitos,Doritos"
"2064",65071,"Tyrrells,Kettle,Tyrrells"
"2065",65087,"Kettle"
"2066",65111,"Infuzions,Kettle,Pringles,Infuzions,Doritos"
"2067",65116,"Smiths,Doritos,Kettle,Infuzions,Infuzions,Pringles"
"2068",65118,"GrnWves,Smiths"
"2069",65136,"Pringles,Infuzions"
"2070",65141,"Doritos,Thins,Kettle"
"2071",65143,"Cobs,Infuzions,Doritos,Pringles"
"2072",65149,"Tostitos,Pringles,Doritos,Cobs,Pringles,GrnWves,Kettle,Smiths"
"2073",65165,"Infuzions,GrnWves,Kettle"
"2074",65166,"Twisties,Kettle"
"2075",65175,"Smiths,Kettle,Pringles"
"2076",65176,"Tyrrells,Tostitos,Kettle"
"2077",65177,"Twisties,Twisties,Twisties"
"2078",65184,"Kettle"
"2079",65185,"Kettle,Thins,Cobs"
"2080",65188,"Kettle,Twisties,Kettle,Tyrrells,Tostitos"
"2081",65194,"GrnWves,Pringles"
"2082",65198,"Kettle,Pringles,Doritos,Kettle,Kettle"
"2083",65199,"Cobs,Doritos,Pringles,Infuzions,Pringles,Infuzions"
"2084",65203,"Cobs,Twisties,Kettle,Doritos"
"2085",65206,"Kettle,Infuzions,Doritos"
"2086",65212,"Doritos,Twisties,GrnWves"
"2087",65213,"Doritos,Doritos,Twisties"
"2088",65221,"Pringles,Cheezels"
"2089",65226,"Infuzions,Kettle,Pringles,Twisties,Cobs,Smiths,Cheezels"
"2090",65317,"Infuzions"
"2091",65332,"Pringles,GrnWves,Kettle,Tostitos,Doritos,Kettle,Doritos"
"2092",65343,"Thins,Doritos,Kettle"
"2093",65345,"Pringles,Doritos,Twisties,Kettle,Twisties,Tyrrells"
"2094",65348,"Kettle,Tostitos,Tyrrells"
"2095",65359,"Pringles,Kettle,Doritos"
"2096",65364,"Cobs,Twisties,Thins"
"2097",66009,"Doritos"
"2098",66011,"Tostitos"
"2099",66013,"Doritos,Kettle"
"2100",66016,"Thins,Pringles"
"2101",66035,"Doritos"
"2102",66050,"Doritos,Infuzions,Doritos"
"2103",66058,"Kettle"
"2104",66068,"Cheezels,GrnWves,Kettle"
"2105",66079,"Tyrrells,Kettle,Smiths,Kettle,Twisties,Tostitos"
"2106",66086,"Doritos,Doritos,Infuzions"
"2107",66090,"Kettle"
"2108",66092,"Doritos,GrnWves,Doritos"
"2109",66093,"Tyrrells,Cobs,Kettle"
"2110",66101,"Thins,Pringles"
"2111",66111,"Tyrrells,Infuzions"
"2112",66112,"Pringles,Infuzions"
"2113",66119,"Kettle,Kettle,Kettle"
"2114",66127,"Tyrrells,Thins"
"2115",66139,"Twisties,Kettle"
"2116",66141,"Smiths,Pringles"
"2117",66171,"Pringles,Infuzions"
"2118",66178,"Tostitos,Thins"
"2119",66198,"Pringles"
"2120",66201,"Kettle,Pringles,Smiths"
"2121",66203,"Doritos,Cobs"
"2122",66208,"Twisties"
"2123",66210,"Doritos,Twisties"
"2124",66226,"GrnWves"
"2125",66247,"Kettle,Twisties"
"2126",66248,"Pringles"
"2127",66255,"Kettle"
"2128",66258,"Pringles,Thins"
"2129",66263,"Kettle"
"2130",66268,"Kettle,Twisties"
"2131",66270,"Doritos,Kettle"
"2132",66282,"Tostitos,Tostitos,Pringles,Infuzions,GrnWves"
"2133",66291,"Infuzions,Doritos,Kettle"
"2134",66296,"Twisties,Kettle"
"2135",66313,"Smiths"
"2136",66324,"Twisties"
"2137",66327,"Doritos,GrnWves"
"2138",66341,"Pringles,Kettle"
"2139",66351,"Kettle,Infuzions,Pringles"
"2140",66356,"GrnWves,Kettle,Doritos"
"2141",66362,"Infuzions,Kettle,Infuzions"
"2142",66368,"Kettle"
"2143",67009,"Kettle,Pringles,Kettle,Pringles,Woolworths"
"2144",67012,"RRD,Doritos,Smiths"
"2145",67037,"Tyrrells,Tostitos,Sunbites"
"2146",67041,"Tostitos,Smiths,Pringles,Doritos,Pringles,Sunbites"
"2147",67057,"RRD,Kettle"
"2148",67086,"French,Smith,Infuzions,Natural,Smiths,Smiths,Kettle"
"2149",67124,"GrnWves,Smiths,Twisties"
"2150",67158,"Smiths,Woolworths,Smiths,Burger,Kettle,Thins,Woolworths,Smiths"
"2151",67174,"Kettle,Kettle,Infuzions"
"2152",67209,"Woolworths,Pringles,Woolworths,French,Kettle,Smiths"
"2153",67237,"Doritos,Natural"
"2154",68005,"Kettle"
"2155",68016,"Doritos"
"2156",68038,"Kettle,Kettle"
"2157",68040,"Thins,Smiths"
"2158",68042,"Doritos"
"2159",68043,"Doritos,Pringles"
"2160",68058,"Doritos,Kettle,Tostitos"
"2161",68070,"Kettle,Kettle,Doritos"
"2162",68071,"Doritos"
"2163",68073,"Thins,Infuzions"
"2164",68076,"Twisties"
"2165",68089,"Doritos"
"2166",68117,"Pringles"
"2167",68119,"Cheezels"
"2168",68130,"Kettle,Twisties"
"2169",68132,"Tostitos,Kettle,Cobs,Smiths"
"2170",68136,"Kettle,Thins,Doritos"
"2171",68140,"Pringles,Tyrrells,Tyrrells"
"2172",68145,"Kettle,Infuzions"
"2173",68170,"Smiths"
"2174",68174,"Pringles"
"2175",68180,"Twisties,Kettle"
"2176",68212,"Kettle"
"2177",68214,"Kettle"
"2178",68220,"Kettle,Doritos"
"2179",68221,"Infuzions,Cobs"
"2180",68230,"Tostitos"
"2181",68232,"Kettle,Pringles"
"2182",68242,"Kettle,Kettle"
"2183",68244,"Cheezels,Twisties"
"2184",68246,"Cobs"
"2185",68253,"Doritos,Kettle"
"2186",68257,"Kettle"
"2187",68260,"Smiths"
"2188",68274,"Kettle"
"2189",68282,"Infuzions"
"2190",68291,"Infuzions"
"2191",68294,"GrnWves"
"2192",68329,"Thins"
"2193",68341,"Tostitos,Kettle,Kettle"
"2194",68349,"Cheezels"
"2195",68355,"Doritos"
"2196",68360,"Pringles"
"2197",69017,"Natural,Thins,Doritos,RRD,CCs,RRD,Smiths,Woolworths,Burger"
"2198",69034,"Smiths,Smiths,Pringles,Cheetos,GrnWves"
"2199",69038,"Smiths,Infuzions,CCs,Smiths,Smiths,Twisties,Pringles"
"2200",69039,"Doritos,Doritos,Tostitos,Natural,Pringles,Natural,Infuzions"
"2201",69045,"Doritos,Tostitos,RRD,Smith,Doritos,Tostitos,Smiths,Smiths,Smiths,Cheezels"
"2202",69062,"Kettle,GrnWves,Kettle"
"2203",69085,"Doritos,Cobs"
"2204",69093,"Smiths,Twisties,Infuzions"
"2205",69107,"Smiths,Doritos,Thins,Smiths,Thins,Doritos"
"2206",69118,"Tostitos,GrnWves,Sunbites,Infuzions,Pringles,Kettle"
"2207",69201,"Pringles,Twisties,Pringles,Kettle,Kettle"
"2208",69253,"Cheezels,RRD,Infuzions,Doritos,Woolworths,Smiths,Cobs,Smiths,GrnWves"
"2209",70002,"Tyrrells,Pringles,Thins,Tostitos,RRD"
"2210",70041,"Doritos,RRD,RRD,Pringles,Infuzions,Natural,Sunbites,Kettle"
"2211",70064,"Pringles,Pringles,RRD,Pringles"
"2212",70068,"Smith,Natural,Kettle,Thins,Tyrrells,Kettle,Doritos"
"2213",70126,"Doritos,Pringles,Infuzions,Kettle,RRD,Kettle,CCs,Cobs,Tyrrells,Thins,Twisties"
"2214",70137,"Doritos"
"2215",70160,"RRD,Smiths,Woolworths,Smiths"
"2216",70191,"Cobs,Natural,RRD,Tostitos,Doritos,Cheetos,Tyrrells"
"2217",70192,"Woolworths,Natural,Kettle,Smiths"
"2218",70199,"Twisties,Smiths,Natural,RRD,Doritos,RRD,Thins"
"2219",70225,"Doritos,Doritos,Smiths"
"2220",70231,"Kettle,Pringles,Pringles"
"2221",70234,"Kettle,RRD,GrnWves,Sunbites,Sunbites,Cheezels,Doritos"
"2222",71004,"RRD,Doritos,RRD,Smiths,Pringles,Infuzions,Doritos,RRD,Pringles,Pringles"
"2223",71033,"Kettle,Tyrrells,Smiths"
"2224",71037,"Natural,Tyrrells,Kettle,Smiths"
"2225",71038,"RRD,Doritos,Kettle,Infuzions,Kettle,French"
"2226",71039,"Kettle,Infuzions,RRD,Smiths,Smiths,RRD,Doritos,Smiths"
"2227",71059,"Kettle,Thins,Woolworths,Smiths"
"2228",71070,"Kettle,Kettle,Doritos,Smiths,RRD,Natural"
"2229",71077,"RRD,Woolworths,RRD,Pringles,Cobs,Woolworths,Woolworths,GrnWves,RRD"
"2230",71138,"Kettle,Infuzions,Twisties"
"2231",71146,"Twisties,Smiths"
"2232",71148,"Smiths,Smiths,Burger,Cheezels,Smith,Kettle,Twisties"
"2233",71153,"Tyrrells"
"2234",71168,"Kettle,Doritos,Woolworths"
"2235",71207,"Woolworths,Kettle,Doritos,Kettle,CCs,RRD,Smiths,Infuzions,Doritos,Kettle"
"2236",71231,"Smiths,Cheezels,Kettle,Infuzions,Doritos,Smiths"
"2237",71233,"Smiths,Natural,Smiths"
"2238",71235,"Kettle,Thins,Smiths"
"2239",71241,"Doritos,Tyrrells,Natural,Smiths"
"2240",71243,"GrnWves,Woolworths,Doritos,Kettle,Kettle"
"2241",72008,"Kettle,Twisties"
"2242",72010,"Tyrrells,Thins"
"2243",72012,"Pringles,Doritos,Thins,Smiths,Doritos"
"2244",72015,"Doritos,Pringles,GrnWves"
"2245",72021,"Cobs,Twisties"
"2246",72032,"Cobs,Pringles,Twisties,Infuzions"
"2247",72035,"Smiths,Tyrrells,Thins,Kettle"
"2248",72038,"Smiths,Tostitos"
"2249",72042,"Twisties,Cobs,Pringles"
"2250",72046,"Doritos,Doritos,Pringles,Smiths"
"2251",72061,"Doritos,Pringles"
"2252",72064,"Smiths,Doritos"
"2253",72075,"Thins,Tostitos,Kettle,Doritos,Kettle,Kettle"
"2254",72083,"Pringles,Twisties,Pringles,Twisties"
"2255",72100,"Doritos,Kettle"
"2256",72103,"Tyrrells,Infuzions,Pringles"
"2257",72127,"Doritos,Kettle"
"2258",72148,"Cobs,Tyrrells"
"2259",72160,"Kettle,Kettle,Pringles,Doritos,Kettle"
"2260",72161,"Smiths,Thins"
"2261",72166,"Doritos,Kettle,Tostitos,Pringles,Thins,Pringles,Smiths,Pringles,GrnWves,Infuzions,Tyrrells,Doritos"
"2262",72172,"GrnWves,Pringles,Kettle"
"2263",72182,"Pringles,Pringles"
"2264",72192,"Kettle,Tostitos,Infuzions"
"2265",72205,"Twisties,Cobs,Kettle"
"2266",72219,"Smiths,Pringles,Pringles,Pringles,Doritos,Thins"
"2267",72222,"Infuzions,Kettle,Pringles,Cheezels,Kettle,Infuzions"
"2268",72248,"Pringles,Doritos,Doritos"
"2269",72255,"Kettle"
"2270",72257,"Infuzions,Thins,Kettle"
"2271",72262,"Infuzions,Thins,Infuzions"
"2272",72264,"Infuzions,Kettle,Pringles,Doritos,Kettle,Smiths"
"2273",72265,"Tyrrells,Tostitos"
"2274",72280,"Thins,Smiths,Smiths"
"2275",72284,"Pringles,Tyrrells,Kettle,Thins,Twisties,Kettle"
"2276",72298,"Doritos,Thins"
"2277",72308,"Doritos"
"2278",72313,"Tyrrells,Kettle,Doritos"
"2279",72327,"GrnWves,Tostitos,Smiths"
"2280",72339,"Kettle,Thins,GrnWves,Infuzions"
"2281",72343,"Smiths,GrnWves,Cheezels,Kettle,Cobs"
"2282",72345,"Pringles"
"2283",72346,"Cheezels,Doritos,Kettle,Doritos,Tostitos"
"2284",72369,"GrnWves"
"2285",73029,"Natural,Smiths"
"2286",73030,"Smiths"
"2287",73035,"Thins"
"2288",73047,"Pringles,Pringles,RRD"
"2289",73068,"Doritos"
"2290",73086,"Doritos"
"2291",73112,"Thins,Doritos,Smiths"
"2292",73116,"Pringles,Kettle"
"2293",73125,"RRD"
"2294",73129,"Twisties,Twisties"
"2295",73137,"CCs"
"2296",73147,"RRD"
"2297",73176,"Doritos,Smiths"
"2298",73195,"Kettle"
"2299",73204,"Smiths"
"2300",73209,"Cheetos"
"2301",73216,"Tostitos"
"2302",73242,"Infuzions,Kettle"
"2303",73245,"Twisties"
"2304",73254,"Doritos"
"2305",73260,"Pringles"
"2306",73266,"Kettle"
"2307",73268,"Tostitos"
"2308",73280,"Kettle"
"2309",73291,"Natural"
"2310",73303,"Kettle,Doritos,Twisties"
"2311",73311,"Kettle"
"2312",73318,"Thins,Smiths,Kettle"
"2313",73322,"Kettle,Smiths"
"2314",73323,"Tostitos,Kettle"
"2315",73334,"Tostitos,Cheezels"
"2316",73342,"Kettle"
"2317",73348,"Pringles,Smiths"
"2318",73369,"Smiths"
"2319",73377,"Kettle"
"2320",73397,"Cobs,RRD,Kettle"
"2321",73402,"Tyrrells,RRD"
"2322",73412,"Natural,Pringles"
"2323",73454,"Smiths"
"2324",73457,"Kettle,Tyrrells"
"2325",73459,"RRD"
"2326",73461,"Doritos,Smiths"
"2327",73479,"Smiths,Kettle"
"2328",74009,"RRD"
"2329",74010,"GrnWves"
"2330",74034,"Kettle,Doritos"
"2331",74036,"Natural"
"2332",74041,"Doritos"
"2333",74048,"RRD"
"2334",74056,"Cobs"
"2335",74073,"Pringles"
"2336",74082,"Cobs"
"2337",74112,"Infuzions"
"2338",74115,"Sunbites,GrnWves"
"2339",74125,"Smith,Kettle"
"2340",74153,"Infuzions"
"2341",74156,"Doritos,Kettle"
"2342",74157,"Kettle"
"2343",74160,"Pringles,Kettle,Tyrrells"
"2344",74171,"Twisties,Doritos"
"2345",74194,"Pringles"
"2346",74213,"Thins"
"2347",74217,"Smiths"
"2348",74220,"Doritos"
"2349",74249,"Kettle"
"2350",74274,"Pringles"
"2351",74281,"Smiths"
"2352",74301,"Twisties"
"2353",74348,"Cobs"
"2354",74367,"Doritos"
"2355",74380,"Pringles"
"2356",74383,"Kettle"
"2357",74411,"Kettle,Smiths"
"2358",74418,"Smiths"
"2359",74425,"Thins"
"2360",74441,"Cheetos"
"2361",74446,"Doritos"
"2362",74453,"Pringles,Infuzions"
"2363",74487,"Doritos"
"2364",74488,"Kettle,Woolworths"
"2365",75009,"Doritos,Doritos,Kettle,Pringles"
"2366",75027,"Infuzions,Doritos,Pringles"
"2367",75037,"GrnWves,Smiths,Kettle,GrnWves,Twisties"
"2368",75040,"Twisties,Cobs,Twisties,Thins,Tyrrells"
"2369",75049,"Infuzions,Doritos"
"2370",75107,"GrnWves,Doritos,Pringles,Kettle"
"2371",75137,"Twisties,Pringles,Pringles"
"2372",75150,"Doritos,Cobs,Kettle"
"2373",75151,"Doritos"
"2374",75154,"Cheezels,Thins"
"2375",75176,"Kettle,Kettle,Kettle,GrnWves,Doritos"
"2376",75181,"Kettle,Pringles"
"2377",75190,"Cobs"
"2378",75226,"Thins"
"2379",75241,"Doritos,Tostitos,Cheezels,Kettle,Pringles"
"2380",75261,"Kettle,Tostitos,Pringles,Kettle,Doritos"
"2381",75263,"Pringles,Cheezels,Kettle,Smiths"
"2382",75275,"Tostitos"
"2383",75276,"Cobs,Doritos,GrnWves"
"2384",75278,"Kettle,Thins,Smiths,Pringles"
"2385",75289,"Kettle"
"2386",75293,"Kettle,Kettle,Cobs,Kettle,Tostitos"
"2387",75297,"Kettle"
"2388",75300,"Doritos,Doritos,Doritos"
"2389",75333,"Thins,Kettle"
"2390",75364,"Doritos,Thins"
"2391",77006,"Kettle,Twisties"
"2392",77039,"Twisties"
"2393",77044,"French,Doritos"
"2394",77046,"Pringles"
"2395",77048,"Kettle"
"2396",77049,"Kettle,Doritos,Doritos"
"2397",77097,"Pringles"
"2398",77136,"Smiths,RRD,Kettle"
"2399",77144,"Tyrrells,Thins"
"2400",77155,"Tyrrells,Infuzions"
"2401",77181,"CCs"
"2402",77207,"Woolworths,Doritos,Tostitos"
"2403",77220,"Pringles"
"2404",77233,"Twisties,Woolworths"
"2405",77244,"Kettle,Doritos"
"2406",77258,"Doritos,Doritos,Twisties"
"2407",77268,"RRD,Pringles"
"2408",77273,"Thins"
"2409",77285,"Smiths"
"2410",77287,"Doritos,Kettle"
"2411",77297,"Smiths,Doritos"
"2412",77302,"RRD,Doritos"
"2413",77308,"Doritos,Smiths"
"2414",77320,"Kettle"
"2415",77332,"Smiths,Smiths"
"2416",77345,"Smith"
"2417",77350,"Pringles,Kettle"
"2418",77358,"Pringles"
"2419",77390,"GrnWves,Cobs,Doritos"
"2420",77394,"Smiths"
"2421",77397,"Thins"
"2422",77416,"Tyrrells,Sunbites"
"2423",77420,"Smiths,Infuzions"
"2424",77434,"Kettle,Tostitos"
"2425",77436,"Smiths"
"2426",77446,"Twisties,Cobs"
"2427",77451,"RRD"
"2428",77457,"Tostitos,RRD"
"2429",77458,"Doritos,RRD,Pringles"
"2430",77496,"Tostitos"
"2431",78021,"Smiths,GrnWves,Smiths,Smiths,Tyrrells,Thins,Smiths"
"2432",78029,"CCs,Kettle,Kettle,Smiths,French,Smiths,Pringles"
"2433",78063,"Infuzions,GrnWves,Kettle,Infuzions,Smiths,Smiths,Doritos"
"2434",78067,"Smiths,Smiths"
"2435",78085,"Cheetos,Smiths,Woolworths,Natural,Natural,Smiths,Kettle,Smiths,Kettle,Smiths,Kettle"
"2436",78093,"Cheetos,Kettle,Cobs,Doritos,Pringles"
"2437",78094,"Smiths,Kettle,Pringles,Smiths,Woolworths,GrnWves,Pringles,Smiths"
"2438",78131,"Twisties,Pringles,Smiths,Pringles,Twisties"
"2439",78134,"Kettle,Smiths,Kettle,Sunbites,Woolworths,GrnWves"
"2440",78168,"Smiths,GrnWves,Pringles,Doritos,Cobs"
"2441",78172,"Doritos,Twisties,CCs"
"2442",78209,"Natural,Smiths,CCs"
"2443",78225,"GrnWves,Woolworths,RRD"
"2444",78226,"RRD,RRD,Infuzions,RRD,Pringles,CCs"
"2445",78236,"Thins,CCs,Twisties,Kettle,Twisties,Smith,Smiths"
"2446",78243,"Smiths,Smiths,Thins,Thins,Pringles"
"2447",79017,"Tostitos,Pringles,Tostitos"
"2448",79019,"Kettle,Doritos"
"2449",79023,"Tostitos"
"2450",79028,"Kettle,Cobs,Thins,Pringles"
"2451",79031,"Pringles,GrnWves"
"2452",79035,"Doritos,Kettle,Tostitos,Doritos"
"2453",79036,"Doritos,Doritos,Smiths,Cobs"
"2454",79041,"Doritos"
"2455",79059,"Infuzions,Doritos,Thins,Infuzions"
"2456",79090,"Pringles,Kettle,Pringles"
"2457",79098,"Cobs,GrnWves"
"2458",79128,"Pringles,Thins"
"2459",79132,"Doritos,Pringles,Kettle"
"2460",79156,"Kettle,Doritos,GrnWves,Kettle,Kettle"
"2461",79163,"Tyrrells,Twisties"
"2462",79165,"Doritos,Infuzions"
"2463",79184,"Infuzions,Infuzions,Kettle"
"2464",79189,"Kettle,Kettle,Tostitos,Infuzions,Kettle,Cheezels"
"2465",79199,"Pringles,GrnWves,Tostitos,Twisties"
"2466",79220,"Infuzions,Doritos,Thins"
"2467",79228,"Thins,Tyrrells"
"2468",79230,"Pringles,Doritos,Doritos,Infuzions,Thins,Doritos"
"2469",79238,"Infuzions"
"2470",79245,"Kettle"
"2471",79278,"Kettle,Pringles"
"2472",79281,"Thins,Doritos"
"2473",79300,"Pringles,Kettle,Smiths,Kettle"
"2474",79306,"Tostitos,Thins,Doritos"
"2475",79307,"Infuzions,Thins,Kettle,Kettle,Infuzions"
"2476",79323,"Doritos"
"2477",79327,"Kettle,Cobs"
"2478",79329,"Smiths,Doritos,Pringles"
"2479",79347,"Thins,Thins,Kettle"
"2480",79351,"Doritos,Kettle,Doritos,Thins,Kettle"
"2481",79361,"Pringles,Tostitos,Doritos"
"2482",79366,"Infuzions,Pringles,Twisties"
"2483",80002,"Doritos,Tostitos"
"2484",80064,"Doritos"
"2485",80069,"Infuzions,GrnWves,Twisties"
"2486",80072,"Pringles,Thins,Kettle"
"2487",80074,"Tostitos,Kettle,Kettle"
"2488",80090,"Tostitos,Doritos,Thins,Infuzions,Kettle,Thins"
"2489",80097,"Thins,Infuzions,Infuzions,Cobs"
"2490",80143,"Smiths,Kettle"
"2491",80152,"Cobs,Tostitos"
"2492",80162,"Pringles,Doritos"
"2493",80183,"Thins,Smiths"
"2494",80207,"Infuzions,Kettle,Kettle"
"2495",80210,"Doritos,Cobs,Kettle"
"2496",80214,"Tostitos,Kettle,Cobs,Kettle"
"2497",80215,"Infuzions,Tostitos"
"2498",80230,"Pringles,Kettle"
"2499",80252,"Cobs,Kettle"
"2500",80256,"Kettle,Tyrrells,GrnWves,Infuzions,Kettle"
"2501",80259,"Cheezels,Infuzions"
"2502",80262,"Pringles,Kettle,Thins"
"2503",80263,"Kettle,Doritos,Cobs,Kettle"
"2504",80275,"Kettle,Smiths,Kettle"
"2505",80296,"Smiths,Kettle,Pringles,Doritos,Infuzions"
"2506",80299,"GrnWves,Doritos"
"2507",80303,"Doritos"
"2508",80324,"Infuzions,Pringles,GrnWves,Pringles"
"2509",80325,"Kettle"
"2510",80334,"Kettle"
"2511",80347,"Kettle,Kettle,Doritos,Kettle,Twisties,Cheezels"
"2512",80374,"Infuzions,Kettle"
"2513",80378,"Thins,Cheezels"
"2514",81000,"Smiths,Kettle,Kettle,Cobs"
"2515",81007,"Pringles,Pringles,Cheezels"
"2516",81010,"Kettle,Pringles"
"2517",81037,"Thins,Smiths,Kettle"
"2518",81039,"Tyrrells,Pringles,Kettle,Tyrrells,Pringles,Smiths,Kettle"
"2519",81057,"Kettle,Infuzions,Doritos"
"2520",81062,"Kettle,Doritos,Doritos,Smiths,Doritos,Doritos,Infuzions"
"2521",81068,"Tyrrells,Cobs"
"2522",81075,"Kettle,Kettle,Twisties,Pringles,Kettle"
"2523",81083,"Pringles,Tostitos"
"2524",81096,"Thins,Twisties,Kettle"
"2525",81099,"Smiths,Thins,Infuzions"
"2526",81126,"Tostitos,Kettle,Doritos,Smiths"
"2527",81130,"Kettle,Kettle,Thins"
"2528",81132,"Doritos,Thins,Pringles"
"2529",81149,"Kettle,Kettle,Infuzions,Pringles"
"2530",81150,"Kettle,Doritos,Pringles"
"2531",81169,"Kettle,Cobs"
"2532",81177,"Pringles,Kettle,Kettle,Pringles"
"2533",81189,"Doritos,Doritos,GrnWves"
"2534",81200,"Tyrrells,Doritos,Tyrrells,Thins"
"2535",81205,"Kettle,Doritos,Kettle"
"2536",81206,"Kettle,Tyrrells"
"2537",81211,"Twisties,Pringles,Pringles"
"2538",81217,"Cobs,Cobs,Infuzions"
"2539",81227,"Twisties,Kettle,Kettle,Tyrrells"
"2540",81238,"Cobs,Pringles"
"2541",81246,"Cobs,Doritos,GrnWves"
"2542",81254,"Kettle,Smiths,Doritos,Tostitos"
"2543",81256,"Kettle,Tostitos"
"2544",81258,"Infuzions,Cobs,Tostitos,Pringles,Pringles,Smiths"
"2545",81260,"Doritos,Tyrrells,Kettle,Pringles"
"2546",81271,"Pringles,Pringles"
"2547",81274,"Kettle,Cobs,Infuzions"
"2548",81293,"Pringles,Doritos"
"2549",81297,"Kettle,Smiths,Kettle,Kettle"
"2550",81304,"Kettle,Kettle"
"2551",81324,"Pringles,Doritos,Smiths"
"2552",81326,"Cobs,Pringles,Doritos,Kettle,Infuzions,Kettle"
"2553",81331,"Pringles"
"2554",81343,"Doritos,Twisties,Smiths"
"2555",81348,"Kettle,Smiths,Infuzions,Doritos,Twisties,Pringles"
"2556",81351,"Cobs,Pringles,Tostitos,Thins"
"2557",81358,"Thins,Doritos,Doritos"
"2558",81369,"Pringles,Pringles"
"2559",81380,"Kettle,Kettle,Doritos,Kettle"
"2560",82017,"Kettle"
"2561",82031,"Doritos,Doritos"
"2562",82036,"Thins"
"2563",82045,"Kettle,Cheetos"
"2564",82048,"Pringles,RRD,Smiths"
"2565",82058,"Woolworths"
"2566",82071,"Tostitos,Kettle,Smiths"
"2567",82076,"Kettle,Kettle"
"2568",82080,"Doritos,Woolworths"
"2569",82090,"Kettle"
"2570",82094,"Cheezels"
"2571",82100,"Doritos,Kettle,Smiths"
"2572",82120,"Tostitos"
"2573",82144,"Doritos"
"2574",82154,"Smiths"
"2575",82156,"Cobs,Tyrrells"
"2576",82161,"Doritos"
"2577",82163,"Kettle,Kettle"
"2578",82165,"Cobs"
"2579",82172,"Tostitos,Thins"
"2580",82176,"GrnWves,Kettle,Thins"
"2581",82182,"Kettle,Natural"
"2582",82216,"Doritos,Pringles"
"2583",82223,"Kettle,Kettle"
"2584",82230,"Pringles"
"2585",82245,"Thins,Tyrrells"
"2586",82275,"Woolworths,Kettle"
"2587",82282,"CCs,Kettle,Burger"
"2588",82285,"Smiths"
"2589",82336,"Cobs,CCs,Cheetos"
"2590",82351,"Natural"
"2591",82363,"Cobs"
"2592",82378,"Woolworths"
"2593",82385,"Pringles,Kettle"
"2594",82393,"Thins"
"2595",82396,"Infuzions,Kettle,Smith"
"2596",82411,"GrnWves"
"2597",82422,"RRD,Kettle"
"2598",82435,"French,Tostitos,Pringles"
"2599",82437,"Tyrrells,Smiths,Pringles"
"2600",82447,"Sunbites,Smiths,Twisties,Kettle"
"2601",82451,"RRD,Twisties"
"2602",82457,"Thins,Tyrrells,Smiths"
"2603",82479,"GrnWves"
"2604",83017,"Smiths,Woolworths,Natural,Tostitos,Pringles,Doritos,Kettle"
"2605",83020,"RRD,Cheezels,RRD,Kettle"
"2606",83036,"Doritos,RRD,Cheetos,RRD,Cheetos"
"2607",83039,"Kettle,Kettle"
"2608",83041,"Cheetos,Kettle"
"2609",83121,"Smiths"
"2610",83127,"Pringles,Thins,Smiths"
"2611",83143,"Kettle,Doritos,Smith,Kettle"
"2612",83150,"Kettle,Smiths,Thins,Cobs,Pringles"
"2613",83213,"Burger,Cobs,Smiths,RRD,Pringles,Kettle,Sunbites,Smiths"
"2614",84006,"Cobs"
"2615",84009,"Thins"
"2616",84024,"Cobs,Doritos"
"2617",84033,"Doritos,Pringles"
"2618",84036,"GrnWves"
"2619",84042,"Kettle,Pringles"
"2620",84045,"Pringles,Pringles"
"2621",84051,"Kettle,Pringles"
"2622",84056,"Thins,Kettle"
"2623",84059,"Cobs,Smiths"
"2624",84097,"Kettle"
"2625",84110,"Pringles"
"2626",84114,"Smiths"
"2627",84119,"Infuzions,Pringles"
"2628",84122,"Thins,Kettle,Tyrrells"
"2629",84142,"Kettle"
"2630",84149,"Kettle,Tyrrells,Thins"
